index,Company,TypeName,inches,screensize,resolution_width,resolution_height,ppi,touchscreen,ips_panel,cpu_brand,cpu_core,cpu_speed,ram,primary_storage_size,primary_storage_type,secondary_storage_size,secondary_storage_type,gpu_brand,OpSys,weight,price,screen_type
569,Lenovo,Notebook,14,medium,1366,768,112,0,0,Intel,Core i5,2.5,4,500,HDD,0,None,Intel,windows,2,52747,HD
570,HP,Workstation,17.3,large,1600,900,106,0,0,Intel,Core i5,2.8,8,500,HDD,0,None,Nvidia,windows,3.1,99154,FHD
571,HP,Notebook,14,medium,1366,768,112,0,0,Intel,Pentium Quad,1.6,8,2048,HDD,0,None,Intel,windows,1.9,20726,HD
572,HP,Notebook,15.6,medium,1920,1080,141,0,1,AMD,A9-Series A9-9420,3,6,256,SSD,0,None,AMD,windows,2,34579,FHD
573,Lenovo,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,2.3,44222,FHD
574,Lenovo,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,1.6,4,500,HDD,0,None,Intel,windows,2.1,36497,FHD
575,Mediacom,Notebook,14,medium,1920,1080,157,0,0,Intel,Atom x5-Z8350,1.4,4,32,SSD,0,None,Intel,windows,1.4,13267,FHD
576,Toshiba,Ultrabook,14,medium,1920,1080,157,1,0,Intel,Core i7,2.7,16,512,SSD,0,None,Intel,windows,1.2,99367,FHD
577,Lenovo,Gaming,17.3,large,1920,1080,127,0,1,Intel,Core i7,2.7,32,256,SSD,1024,HDD,Nvidia,windows,2.7,141885,FHD
578,MSI,Gaming,17.3,large,1920,1080,127,0,0,Intel,Core i7,2.9,16,512,SSD,1024,HDD,Nvidia,windows,4.1,145401,FHD
579,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.7,8,256,SSD,0,None,AMD,linux,2.2,39907,FHD
580,Mediacom,Notebook,14,medium,1920,1080,157,0,1,Intel,Celeron Quad,1.1,4,32,SSD,0,None,Intel,windows,1.5,20726,FHD
581,Dell,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i5,2.6,8,500,HDD,0,None,Intel,windows,1.9,53734,HD
582,HP,Notebook,13.3,small,1920,1080,166,0,0,Intel,Core i3,2.4,4,128,SSD,0,None,Intel,windows,1.5,38308,FHD
583,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.8,16,256,SSD,0,None,Nvidia,windows,1.9,81912,FHD
584,Dell,Netbook,11.6,small,1366,768,135,0,0,Intel,Celeron Dual,1.6,4,16,Flash,0,None,Intel,other,1.3,15718,HD
585,MSI,Gaming,17.3,large,1920,1080,127,0,0,Intel,Core i7,2.7,16,128,SSD,1024,HDD,Nvidia,windows,4.5,125155,FHD
586,HP,Gaming,17.3,large,1920,1080,127,0,1,Intel,Core i7,2.8,16,256,SSD,1024,HDD,Nvidia,windows,3.8,79813,FHD
587,Lenovo,Ultrabook,14,medium,1920,1080,157,0,1,Intel,Core i7,2.6,12,256,SSD,0,None,Intel,windows,1.5,89137,FHD
588,Lenovo,Notebook,15.6,medium,1366,768,100,1,0,Intel,Core i7,1.8,12,1024,HDD,0,None,Intel,windows,2.2,32448,HD
589,Asus,Gaming,17.3,large,1920,1080,127,0,1,Intel,Core i5,2.5,8,128,SSD,1024,HDD,Nvidia,windows,2.7,94306,FHD
590,Asus,2 in 1 Convertible,15.6,medium,1366,768,100,1,0,Intel,Core i5,2.5,8,1024,HDD,0,None,Intel,windows,2.2,39374,HD
591,Lenovo,Notebook,15.6,medium,1920,1080,141,0,0,AMD,A12-Series 9720P,3.6,12,512,SSD,0,None,AMD,windows,2.2,50563,FHD
592,Dell,2 in 1 Convertible,31.6,large,1366,768,50,1,0,Intel,Core M,1,4,128,SSD,0,None,Intel,windows,1.4,32128,HD
593,Samsung,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.8,16,128,SSD,1024,HDD,Nvidia,windows,2.5,90523,FHD
594,Lenovo,Notebook,17.3,large,1920,1080,127,0,0,Intel,Core i3,2,4,500,HDD,0,None,Intel,no os,2.8,28185,FHD
595,Lenovo,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i3,2.3,8,1024,HDD,0,None,Intel,windows,2.3,24456,HD
596,Lenovo,2 in 1 Convertible,13.3,small,1920,1080,166,1,1,Intel,Core i7,2.7,8,512,SSD,0,None,Intel,windows,1.4,107892,FHD
597,Lenovo,Notebook,14,medium,1920,1080,157,0,1,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,1.7,78535,FHD
598,Dell,2 in 1 Convertible,12.5,small,1920,1080,176,1,0,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,1.3,88978,FHD
599,Dell,Workstation,15.6,medium,1920,1080,141,1,0,Intel,Core i7,2.8,8,256,SSD,0,None,Nvidia,windows,2.1,93933,FHD
600,HP,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.7,8,256,SSD,0,None,Intel,windows,1.8,64948,FHD
601,HP,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i3,2.4,4,500,HDD,0,None,Intel,windows,2.1,35617,HD
602,Acer,Notebook,14,medium,1920,1080,157,0,0,Intel,Celeron Quad,1.1,4,32,Flash,0,None,Intel,windows,1.6,17529,FHD
603,MSI,Gaming,17.3,large,1920,1080,127,0,0,Intel,Core i7,2.7,16,128,SSD,1024,HDD,Nvidia,windows,4.1,117163,FHD
604,Dell,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i3,2,4,1024,HDD,0,None,AMD,linux,2.2,24775,HD
605,MSI,Gaming,15.6,medium,3840,2160,282,0,0,Intel,Core i7,2.8,16,256,SSD,2048,HDD,Nvidia,windows,1.8,122491,UHD
606,Toshiba,Notebook,15.6,medium,1920,1080,141,0,1,Intel,Core i7,2.5,8,256,SSD,0,None,Intel,windows,2.2,74539,FHD
607,Lenovo,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,6,1024,HDD,0,None,Intel,windows,2.4,30050,FHD
608,Lenovo,2 in 1 Convertible,15.6,medium,1920,1080,141,1,1,Intel,Core i7,2.8,8,256,SSD,0,None,Intel,windows,2,69211,FHD
609,Acer,Notebook,14,medium,1366,768,112,0,0,Intel,Pentium Quad,1.6,4,128,Flash,0,None,Intel,windows,1.6,18595,HD
610,Lenovo,Notebook,15.6,medium,3840,2160,282,0,1,Intel,Xeon E3-1535M,3.1,32,1024,SSD,0,None,Nvidia,windows,2.5,261019,UHD
611,Dell,Gaming,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.6,16,1024,HDD,0,None,Nvidia,windows,2.6,46834,FHD
612,Dell,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i3,2,4,1024,HDD,0,None,Intel,linux,2.2,23651,HD
613,Dell,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i3,2,4,1024,HDD,0,None,Intel,linux,2.3,19128,HD
614,Dell,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i5,2.6,4,500,HDD,0,None,Intel,linux,1.9,46300,HD
615,Asus,Gaming,17.3,large,1920,1080,127,0,0,Intel,Core i7,2.8,8,128,SSD,1024,HDD,Nvidia,windows,3,62231,FHD
617,HP,Ultrabook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.7,8,512,SSD,0,None,Intel,windows,1.8,74006,FHD
618,MSI,Gaming,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.8,16,256,SSD,1024,HDD,Nvidia,windows,2.9,120832,FHD
619,Acer,2 in 1 Convertible,11.6,small,1366,768,135,1,1,Intel,Celeron Quad,1.6,4,32,Flash,0,None,Intel,other,1.3,20193,HD
620,HP,Notebook,14,medium,1366,768,112,0,0,Intel,Core i5,2.6,8,256,SSD,0,None,Intel,windows,2.3,59887,HD
621,Lenovo,Notebook,14,medium,1920,1080,157,0,0,Intel,Core i5,2.3,8,256,SSD,0,None,Intel,windows,1.7,78055,FHD
622,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,1.6,4,1024,HDD,0,None,AMD,windows,2.2,41345,FHD
623,Fujitsu,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,2.2,42571,HD
624,HP,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i5,2.3,4,500,HDD,0,None,Intel,windows,1.9,49657,HD
626,Mediacom,Notebook,14,medium,1920,1080,157,0,0,Intel,Atom x5-Z8350,1.4,4,32,Flash,0,None,Intel,windows,1.4,12734,FHD
627,Lenovo,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,4,128,SSD,0,None,Intel,no os,2.2,24935,FHD
628,Asus,2 in 1 Convertible,13.3,small,1920,1080,166,1,0,Intel,Core i5,2.5,6,1024,HDD,0,None,Intel,windows,1.5,34047,FHD
630,Asus,Ultrabook,14,medium,1920,1080,157,0,0,Intel,Core i7,2.7,16,512,SSD,0,None,Intel,windows,1.6,101232,FHD
631,Dell,Gaming,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.8,16,256,SSD,1024,HDD,Nvidia,windows,2.6,78801,FHD
632,Lenovo,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,1.6,4,256,SSD,0,None,Intel,windows,1.8,44169,FHD
633,Lenovo,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i3,2,4,1024,HDD,0,None,Nvidia,windows,2.2,30849,FHD
634,Asus,Notebook,15.6,medium,1366,768,100,0,0,Intel,Celeron Dual,1.1,8,1024,HDD,0,None,Intel,windows,2,21259,HD
635,Asus,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,8,1024,HDD,0,None,Nvidia,windows,2,48305,FHD
636,Dell,Ultrabook,13.3,small,3200,1800,276,1,0,Intel,Core i5,1.6,8,256,SSD,0,None,Intel,windows,1.2,99580,UHD
637,Lenovo,Notebook,14,medium,1366,768,112,0,0,Intel,Celeron Dual,1.6,4,32,Flash,0,None,Intel,windows,1.4,13267,HD
638,Lenovo,2 in 1 Convertible,13.3,small,1920,1080,166,1,1,Intel,Core i7,2.7,8,256,SSD,0,None,Intel,windows,1.4,93635,FHD
639,Dell,Notebook,15.6,medium,3840,2160,282,1,0,Intel,Core i7,2.8,16,1024,SSD,0,None,Nvidia,windows,2.1,127819,UHD
640,Lenovo,Gaming,15.6,medium,1920,1080,141,0,1,Intel,Core i7,2.8,8,128,SSD,1024,HDD,Nvidia,windows,2.5,59088,FHD
641,HP,Notebook,17,large,1600,900,108,0,0,AMD,A9-Series 9420,3,8,1024,HDD,0,None,AMD,windows,2.6,27754,FHD
642,Lenovo,Ultrabook,14,medium,1920,1080,157,0,1,Intel,Core i7,2.7,16,512,SSD,0,None,Intel,windows,1.1,130536,FHD
643,Asus,Gaming,15.6,medium,1920,1080,141,0,1,Intel,Core i7,2.8,8,1024,HDD,0,None,Nvidia,no os,2.5,62284,FHD
644,Acer,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i3,2,4,500,HDD,0,None,Intel,windows,2.4,23976,HD
645,Lenovo,Notebook,14,medium,1366,768,112,0,0,Intel,Celeron Dual,1.6,4,32,Flash,0,None,Intel,windows,1.4,14599,HD
646,Acer,Ultrabook,14,medium,1920,1080,157,0,1,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,1.8,48964,FHD
647,Razer,Gaming,14,medium,1920,1080,157,0,0,Intel,Core i7,2.8,16,256,SSD,0,None,Nvidia,windows,2,138475,FHD
648,Toshiba,Notebook,13.3,small,1920,1080,166,0,0,Intel,Core i5,2.3,8,256,SSD,0,None,Intel,windows,1.2,64629,FHD
649,Lenovo,Ultrabook,12.5,small,1920,1080,176,0,1,Intel,Core i7,2.7,8,256,SSD,0,None,Intel,windows,1.4,84396,FHD
650,Asus,Gaming,17.3,large,1920,1080,127,0,1,Intel,Core i7,2.7,32,512,SSD,0,None,Nvidia,windows,3.8,149131,FHD
651,Acer,Gaming,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,8,1024,HDD,0,None,Nvidia,linux,2.4,37776,FHD
652,Dell,Ultrabook,13.3,small,1920,1080,166,0,0,Intel,Core i5,1.6,8,256,SSD,0,None,Intel,windows,1.2,77251,FHD
653,MSI,Gaming,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.8,8,128,SSD,1024,HDD,Nvidia,windows,2.2,63499,FHD
654,HP,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i3,2,4,500,HDD,0,None,Intel,no os,1.9,19442,HD
655,Toshiba,Notebook,15.6,medium,1920,1080,141,0,1,Intel,Core i5,2.5,8,500,HDD,0,None,Intel,windows,2,56690,FHD
656,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,1.8,8,256,SSD,0,None,AMD,windows,2,48964,FHD
657,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,1.8,16,256,SSD,2048,HDD,AMD,windows,2.2,60473,FHD
658,Lenovo,Gaming,15.6,medium,1920,1080,141,0,1,Intel,Core i7,2.6,8,128,SSD,1024,HDD,Nvidia,windows,3.3,63723,FHD
659,Dell,Gaming,17.3,large,3840,2160,255,0,1,Intel,Core i7,2.8,32,512,SSD,1024,HDD,Nvidia,windows,4.4,167692,UHD
660,Dell,Notebook,14,medium,1920,1080,157,0,0,Intel,Core i5,2.4,8,256,SSD,0,None,Intel,windows,1.6,65481,FHD
661,Lenovo,Notebook,15.6,medium,1366,768,100,0,0,Intel,Celeron Dual,1.1,4,500,HDD,0,None,Intel,windows,2.2,22324,HD
662,Lenovo,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.3,4,500,HDD,0,None,Intel,windows,2.2,28505,FHD
663,HP,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i3,2,6,1024,HDD,0,None,AMD,windows,2,28718,FHD
664,MSI,Gaming,17.3,large,1920,1080,127,0,0,Intel,Core i7,2.8,8,128,SSD,1024,HDD,Nvidia,windows,2.7,79215,FHD
665,Toshiba,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i3,2.1,4,128,SSD,0,None,Intel,windows,2.1,26533,HD
667,HP,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.7,8,1024,HDD,0,None,AMD,windows,2.1,39694,FHD
668,Toshiba,Notebook,15.6,medium,1920,1080,141,0,1,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,2,67026,FHD
669,Acer,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i3,2,4,128,SSD,0,None,Intel,linux,2.1,21951,HD
670,Microsoft,Ultrabook,13.5,medium,2256,1504,201,1,0,Intel,Core i7,2.8,8,256,SSD,0,None,Intel,windows,1.3,99519,QHD
671,Lenovo,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,8,128,SSD,1024,HDD,AMD,windows,1.9,43580,FHD
672,Lenovo,2 in 1 Convertible,13.3,small,1920,1080,166,1,1,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,1.3,55092,FHD
673,Lenovo,Notebook,35.6,large,1366,768,44,0,0,AMD,E-Series E2-9000,2.2,4,128,SSD,0,None,AMD,windows,2.2,18595,HD
674,HP,2 in 1 Convertible,14,medium,1920,1080,157,1,1,Intel,Core i3,2.4,4,128,SSD,0,None,Nvidia,windows,1.6,37243,FHD
675,MSI,Gaming,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.8,16,256,SSD,1024,HDD,Nvidia,windows,2.4,68944,FHD
676,Asus,Ultrabook,14,medium,1920,1080,157,0,0,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,1.1,60473,FHD
677,HP,2 in 1 Convertible,11.6,small,1366,768,135,1,0,Intel,Celeron Dual,1.1,8,64,Flash,0,None,Intel,other,1.4,26374,HD
678,LG,Ultrabook,15.6,medium,1920,1080,141,0,1,Intel,Core i7,1.8,8,512,SSD,0,None,Intel,windows,1.1,122491,FHD
679,Acer,Gaming,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,16,256,SSD,0,None,Nvidia,windows,2.5,69211,FHD
680,MSI,Gaming,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,8,256,SSD,0,None,Nvidia,windows,2.2,53168,FHD
681,Asus,Notebook,15.6,medium,1366,768,100,0,0,Intel,Celeron Dual,1.1,4,128,SSD,0,None,Intel,windows,1.9,22324,HD
682,Dell,Gaming,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,16,128,SSD,1024,HDD,Nvidia,windows,3.2,109277,FHD
683,HP,Notebook,17.3,large,1920,1080,127,0,1,Intel,Core i3,2,4,256,SSD,0,None,AMD,windows,2.5,37243,FHD
684,Lenovo,2 in 1 Convertible,13.3,small,1920,1080,166,1,1,Intel,Core i7,1.8,8,512,SSD,0,None,Intel,windows,1.2,79867,FHD
685,Dell,Gaming,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.9,16,256,SSD,1024,HDD,Nvidia,windows,3.5,149917,FHD
686,HP,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i5,2.5,4,500,HDD,0,None,AMD,windows,1.9,32640,HD
687,Dell,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i3,2,4,1024,HDD,0,None,AMD,windows,2.2,29073,HD
688,HP,Notebook,17.3,large,1920,1080,127,0,1,AMD,A10-Series 9600P,2.4,6,2048,HDD,0,None,AMD,windows,2.7,30316,FHD
689,Lenovo,Notebook,15.6,medium,1366,768,100,0,0,Intel,Celeron Dual,1.6,4,500,HDD,0,None,Intel,windows,2.1,16943,HD
690,Acer,Notebook,14,medium,1366,768,112,0,0,Intel,Celeron Dual,1.6,4,32,Flash,0,None,Intel,other,1.5,19980,HD
691,Lenovo,Notebook,14,medium,1920,1080,157,0,0,Intel,Core i5,2.5,4,256,SSD,0,None,Intel,windows,1.7,37243,FHD
692,HP,Workstation,17.3,large,1920,1080,127,0,0,Intel,Core i7,2.8,8,500,HDD,0,None,Nvidia,windows,3.1,101658,FHD
693,Lenovo,2 in 1 Convertible,14,medium,2560,1440,210,1,0,Intel,Core i7,2.7,8,256,SSD,0,None,Intel,windows,1.4,137995,QHD
694,Toshiba,Notebook,13.3,small,1920,1080,166,0,1,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,1.5,51841,FHD
695,Acer,Netbook,11.6,small,1366,768,135,0,0,Intel,Celeron Dual,1.6,4,32,Flash,0,None,Intel,windows,1.4,14332,HD
696,Lenovo,2 in 1 Convertible,14,medium,1920,1080,157,1,0,Intel,Core i7,2.7,16,512,SSD,0,None,Intel,windows,1.4,93187,FHD
697,Asus,2 in 1 Convertible,12.5,small,1920,1080,176,1,0,Intel,Core M,0.9,4,64,Flash,0,None,Intel,other,1.2,35644,FHD
698,Toshiba,Ultrabook,13.3,small,1920,1080,166,1,0,Intel,Core i7,2.5,16,512,SSD,0,None,Intel,windows,1.4,100007,FHD
700,Dell,Gaming,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,8,1024,HDD,0,None,Nvidia,windows,2.6,43636,FHD
701,Lenovo,Notebook,15.6,medium,1920,1080,141,0,0,AMD,A9-Series 9420,2.9,4,256,SSD,0,None,AMD,windows,2.2,21259,FHD
702,Lenovo,Notebook,15.6,medium,1366,768,100,0,0,AMD,A12-Series 9720P,3.6,8,1024,HDD,0,None,AMD,windows,2.2,22857,HD
703,Lenovo,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,4,1024,HDD,1024,HDD,Intel,windows,2.1,33111,FHD
704,Lenovo,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i3,2,4,500,HDD,0,None,Intel,no os,1.9,23976,HD
705,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,2.2,42358,FHD
706,Acer,2 in 1 Convertible,13.3,small,1920,1080,166,1,1,Intel,Core i5,1.6,12,256,SSD,0,None,Intel,windows,1.6,53227,FHD
707,Lenovo,Workstation,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.5,16,512,SSD,0,None,Nvidia,windows,2.2,98834,FHD
708,Lenovo,Notebook,14,medium,1920,1080,157,0,0,Intel,Core i5,2.3,8,256,SSD,0,None,Intel,windows,1.8,63457,FHD
709,HP,Notebook,17.3,large,1920,1080,127,0,1,AMD,A10-Series 9620P,2.5,6,2048,HDD,0,None,AMD,windows,2.7,34899,FHD
710,Lenovo,Gaming,15.6,medium,1920,1080,141,0,1,Intel,Core i7,2.8,8,128,SSD,1024,HDD,Nvidia,windows,2.5,66547,FHD
711,Dell,Notebook,14,medium,1920,1080,157,0,0,Intel,Core i5,2.8,8,256,SSD,0,None,Nvidia,linux,1.6,58022,FHD
712,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,8,1024,HDD,0,None,Intel,linux,2,38681,FHD
713,Asus,Notebook,14,medium,1920,1080,157,0,0,Intel,Celeron Dual,1.1,4,32,Flash,0,None,Intel,windows,1.5,15877,FHD
714,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.6,16,512,SSD,0,None,Intel,windows,1.9,76012,FHD
715,Lenovo,Notebook,14,medium,1920,1080,157,0,1,Intel,Core i5,2.5,8,256,SSD,0,None,Nvidia,windows,1.9,45665,FHD
716,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.6,8,256,SSD,0,None,Intel,windows,1.9,62817,FHD
717,Lenovo,Notebook,15.6,medium,1366,768,100,0,0,AMD,A6-Series 7310,2,4,500,HDD,0,None,AMD,windows,2.2,15877,HD
718,Mediacom,Notebook,14,medium,1920,1200,162,0,1,Intel,Atom Z8350,1.9,4,32,HDD,0,None,Intel,windows,1.4,14119,FHD
719,HP,Notebook,17.3,large,1920,1080,127,0,0,Intel,Core i7,2.7,8,256,SSD,0,None,Nvidia,windows,2.6,63936,FHD
720,Lenovo,Ultrabook,14,medium,2560,1440,210,0,1,Intel,Core i7,2.5,16,512,SSD,0,None,Intel,windows,1.2,89864,QHD
721,HP,2 in 1 Convertible,13.3,small,1366,768,118,1,1,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,1.6,44574,HD
722,Lenovo,Ultrabook,14,medium,1920,1080,157,0,1,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,1.3,79867,FHD
723,Dell,Gaming,17.3,large,3840,2160,255,0,0,Intel,Core i7,2.8,32,1024,SSD,1024,HDD,Nvidia,windows,4.4,194973,UHD
724,MSI,Gaming,17.3,large,1920,1080,127,0,0,Intel,Core i7,2.8,8,128,SSD,1024,HDD,Nvidia,windows,2.7,71847,FHD
725,Lenovo,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i5,2.5,4,1024,HDD,0,None,Intel,no os,1.9,26102,HD
727,Dell,2 in 1 Convertible,13.3,small,1920,1080,166,1,0,Intel,Core i3,2.4,4,1024,HDD,0,None,Intel,windows,1.7,34579,FHD
728,Dell,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i5,2.5,8,1024,HDD,0,None,AMD,linux,2.3,31410,HD
729,HP,Notebook,15.6,medium,1920,1080,141,0,0,AMD,A9-Series 9420,3,4,1024,HDD,0,None,AMD,windows,2.1,26054,FHD
730,Acer,Gaming,17.3,large,1920,1080,127,0,1,Intel,Core i7,2.6,16,128,SSD,1024,HDD,Nvidia,windows,4.2,103097,FHD
731,Dell,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i5,2.5,12,1024,HDD,0,None,Intel,windows,2.3,34579,HD
732,HP,Notebook,15.6,medium,1920,1080,141,0,0,AMD,A9-Series A9-9420,3,6,128,SSD,1024,HDD,AMD,windows,2.1,34632,FHD
733,Acer,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i5,2.5,4,500,HDD,0,None,Intel,windows,2.4,29784,HD
734,Lenovo,Notebook,13.3,small,1920,1080,166,0,1,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,1.4,51149,FHD
735,Lenovo,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.7,4,1024,HDD,0,None,Intel,windows,1.9,41505,FHD
736,HP,Workstation,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.8,16,256,SSD,0,None,Nvidia,windows,2.6,128884,FHD
737,Dell,2 in 1 Convertible,13.3,small,1920,1080,166,1,0,Intel,Core i5,1.6,8,1024,HDD,0,None,Intel,windows,1.6,35112,FHD
738,MSI,Gaming,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.8,16,256,SSD,1024,HDD,Nvidia,windows,1.8,111594,FHD
739,Acer,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i3,2,4,500,HDD,0,None,Intel,windows,2.4,21887,HD
740,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.7,8,128,SSD,1024,HDD,Nvidia,windows,2,64309,FHD
741,Dell,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i3,2,8,256,SSD,0,None,Intel,windows,2,35431,HD
742,Toshiba,Notebook,14,medium,1920,1080,157,1,1,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,1.3,81785,FHD
743,Lenovo,2 in 1 Convertible,14,medium,1920,1080,157,1,0,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,1.7,53227,FHD
744,Lenovo,Workstation,15.6,medium,3840,2160,282,0,1,Intel,Core i7,2.8,16,1024,SSD,0,None,Nvidia,windows,2.5,175771,UHD
745,Acer,Notebook,14,medium,1366,768,112,0,0,Intel,Celeron Dual,1.6,4,32,Flash,0,None,Intel,other,1.7,17582,HD
746,Samsung,Ultrabook,13.3,small,1920,1080,166,0,0,Intel,Core i7,2.7,16,256,SSD,0,None,Intel,windows,0.8,87859,FHD
748,Dell,Notebook,14,medium,1366,768,112,0,0,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,1.6,60031,HD
749,HP,Workstation,17.3,large,1920,1080,127,0,1,Intel,Xeon E3-1535M,2.9,16,256,SSD,0,None,Nvidia,windows,3,233846,FHD
750,Lenovo,Netbook,11.6,small,1366,768,135,1,0,Intel,Celeron Dual,1.6,4,128,SSD,0,None,Intel,windows,1.4,25308,HD
751,HP,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.4,8,256,SSD,0,None,Intel,windows,1.8,101232,FHD
752,Asus,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i5,2.3,4,1024,HDD,0,None,Nvidia,no os,2.5,30849,HD
754,Asus,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i7,2.7,4,256,SSD,0,None,Intel,windows,2.4,45283,HD
755,Lenovo,2 in 1 Convertible,13.3,small,3200,1800,276,1,1,Intel,Core i5,1.8,8,256,SSD,0,None,Intel,windows,1.3,63883,UHD
756,HP,Notebook,15.6,medium,1920,1080,141,0,1,Intel,Core i5,2.5,8,128,SSD,1024,HDD,Nvidia,windows,2.2,58555,FHD
757,HP,Workstation,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.6,8,256,SSD,0,None,Nvidia,windows,2.6,83170,FHD
758,Dell,Gaming,15.6,medium,3840,2160,282,0,1,Intel,Core i7,2.8,16,256,SSD,1024,HDD,Nvidia,windows,4.4,152860,UHD
759,Acer,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i5,2.5,4,256,SSD,0,None,Intel,windows,2.1,31915,HD
760,Lenovo,Gaming,15.6,medium,1920,1080,141,0,1,Intel,Core i7,2.8,8,128,SSD,1024,HDD,Nvidia,windows,2.5,55837,FHD
761,Dell,Ultrabook,12.5,small,1920,1080,176,0,0,Intel,Core i7,2.8,16,256,SSD,0,None,Intel,windows,1.2,99048,FHD
